PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
861339,MATTHEW MARTIN POULTRY OPERATION,PAG123932,372297,MARTIN MATTHEW,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/23/2024,39.3,291.58,1830 KENBROOK RD,"LEBANON, PA 17046-1607","Sheep, medium breed - Ewe - 175 lbs"
861339,MATTHEW MARTIN POULTRY OPERATION,PAG123932,372297,MARTIN MATTHEW,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/23/2024,39.3,291.58,1830 KENBROOK RD,"LEBANON, PA 17046-1607","Sheep, larger breed - Lamb (0-1 yr) - 95 lbs (10-180)"
568402,NEW HOPE FARM CAFO,PAG123834,216104,COUNTRY VIEW FAMILY FARMS LLC,Fannett Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/03/2024,1,3001.95,23177 BACK RD,"CONCORD, PA 17217-9701",Swine - Boar - 450 lbs
744493,JAINDL TURKEY FARM,PA0065111,240427,JAINDL FARMS LLC,North Whitehall Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/28/2023,8867.8,6147.52,3150 COFFEETOWN RD,"OREFIELD, PA 18069-2511",Poultry - Turkey - Hen brooder (0-6 wks) - 2.74 lbs (0.22-5.25)
844879,GLENDON NOLT FARM CAFO,PAG123909,358710,NOLT GLENDON,Greenwich Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/10/2024,3.5,115.08,222 LONG RD,"LENHARTSVILLE, PA 19534-9407","Poultry - Duck, layer  - 6.85 lbs (6.2-7.5)"
823550,LINDELL FARMS LLC,PA0281913,325942,LINDELL FARMS LLC,Farmington Twp,Warren,NWRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,05/07/2018,1802.8,1154.47,5207 ROUTE 957,"RUSSELL, PA 16345-2045",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
712772,LESLIE BURKHOLDER LAYER FARM CAFO,PAG123655,306708,BURKHOLDER LESLIE,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,89.4,272.75,52 BURKHOLDER LN,"FREDERICKSBURG, PA 17026-9000",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
627323,BEAVER RIDGE FARM CAFO,PA0246468,160587,GUTSHALL VIRGIL JR,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,08/01/2024,215.1,428.97,1400 FOWLER HOLLOW RD,"BLAIN, PA 17006-6260",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
715961,KLINE'S HILLSIDE FARM,PAG123889,349999,KLINES HILLSIDE TURKEY FARM,Saint Thomas Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/07/2024,1.9,498.18,167 COBLE RD,"CHAMBERSBURG, PA 17202-9430",Swine - Grow finish - 165 lbs (57-273)
715961,KLINE'S HILLSIDE FARM,PAG123889,349999,KLINES HILLSIDE TURKEY FARM,Saint Thomas Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/07/2024,1.9,498.18,167 COBLE RD,"CHAMBERSBURG, PA 17202-9430",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
705870,MEADOW LANE DAIRY,PAG123798,260374,MEADOW LANE DAIRY LLC,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/06/2024,830.6,1287.71,3392 BLUE ROCK RD,"LANCASTER, PA 17603-9499","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
638414,HURST FARM CAFO,PA0246808,163185,HURST CLAIR,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/06/2022,99.8,632.95,788 KING PEN RD,"KIRKWOOD, PA 17536-9759",Swine - Wean to finish - 143 lbs (13-273)
689723,NEWSWANGER CAFO GARREAU FARM,PA0229105,253920,AMOS NEWSWANGER,Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,11/25/2019,0.01,571.95,318 BLACK RUN RD,"LEWISBURG, PA 17837-7627",Swine - Grow finish - 165 lbs (57-273)
682299,WOODLAND VIEW CAFO,PAG120006,247880,SMOKER PAUL,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/18/2024,205.1,145.05,133 WOODLAND DR,"OXFORD, PA 19363-4100",Beef - Calf (0-8 mos) - 300 lbs (100-500)
704637,EMMANUEL L LAPP FARM,PAG124832,366907,LAPP EMMANUEL L,Lower Mahanoy Twp,Northumberland,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/14/2025,1,110.43,322 HATCHERY RD,"DALMATIA, PA 17017-8210","Poultry - Duck, starter  (0-17 days) - 1.36 lbs (0.22-2.5)"
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDALL BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/09/2024,4,1311.43,1908 VALLEY RD,"MANHEIM, PA 17545-9666","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
830340,WASON CAFO,PAG123880,346368,WASON FARMS LLC,Lincoln Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/19/2021,5.3,332.99,2823 FARMHOUSE LN,"JAMES CREEK, PA 16652",Other
846764,COFFEE BROOK FARMS,PAG123913,319102,MARTIN BRIAN,Marion Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/19/2024,116.9,332.48,684 CHURCH RD,"WOMELSDORF, PA 19567-9481",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHEY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/06/2024,121.3,797.88,328 COFFEE RUN RD,"REEDSVILLE, PA 17084-9319",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
873027,CEDAR PINE FARMS LLC,PAG123947,381767,CEDAR PINE FARMS LLC,Todd Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/07/2024,1557.7,1804.93,21561 GREAT COVE RD,"MC CONNELLSBURG, PA 17233-8300",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
565314,PINE HILL FARMS CAFO,PAG124864,216104,COUNTRY VIEW FAMILY FARMS LLC,Wells Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,1,3632.40,2547 HICKORY RD,"COLUMBIA CROSSROADS, PA 16914",Swine - Nursery Pig - 35 lbs (13-57)
565314,PINE HILL FARMS CAFO,PAG124864,216104,COUNTRY VIEW FAMILY FARMS LLC,Wells Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,1,3632.40,2547 HICKORY RD,"COLUMBIA CROSSROADS, PA 16914",Swine - Sow and litter - 470 lbs
557454,BRUBAKER FARMS PARTNERSHIP CAFO,PAG123767,143681,BRUBAKER FARMS LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2024,2131,3370.31,493 MUSSER RD,"MOUNT JOY, PA 17552-9045","Goats, meat - Doe - 150 lbs "
557454,BRUBAKER FARMS PARTNERSHIP CAFO,PAG123767,143681,BRUBAKER FARMS LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2024,2131,3370.31,493 MUSSER RD,"MOUNT JOY, PA 17552-9045",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
569448,BROCK N HITE,PAG124809,338564,HITE BROCK N,Terry Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/03/2024,652.3,652.30,612 VIALL HILL RD,"TOWANDA, PA 18848-8039",Swine - Grow finish - 165 lbs (57-273)
556170,KREIDER FARMS MANHEIM,PAG123789,139862,NOAH W KREIDER & SONS LLP,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/19/2024,2051.4,15781.72,525 INDIAN VILLAGE RD,"MANHEIM, PA 17545-9385","Poultry - Chickens - Layer, brown egg (18-90 wks) - 3.85 lbs (3.35-4.34)"
556170,KREIDER FARMS MANHEIM,PAG123789,139862,NOAH W KREIDER & SONS LLP,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/19/2024,2051.4,15781.72,525 INDIAN VILLAGE RD,"MANHEIM, PA 17545-9385",Beef - Calf (0-8 mos) - 300 lbs (100-500)
778906,JEVIN KREADY FARM,PAG123787,313857,KREADY JEVIN M,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/26/2024,74.9,383.56,1113 N COLEBROOK RD,"MANHEIM, PA 17545-8122","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
778906,JEVIN KREADY FARM,PAG123787,313857,KREADY JEVIN M,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/26/2024,74.9,383.56,1113 N COLEBROOK RD,"MANHEIM, PA 17545-8122","Sheep, smaller breed - Ram - 125 lbs"
569084,KEATING FARM CAFO,PA0088927,383442,KEATING JAMES,Southampton Twp,Bedford,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/29/2024,148.8,574.03,1620 BEANS COVE RD,"CLEARVILLE, PA 15535-8037",Beef - Cow - 1400 lbs
569084,KEATING FARM CAFO,PA0088927,383442,KEATING JAMES,Southampton Twp,Bedford,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/29/2024,148.8,574.03,1620 BEANS COVE RD,"CLEARVILLE, PA 15535-8037",Beef - Bull - 1500
571731,PENN VALLEY PORK CAFO,PAG123852,362163,JSR MGMT LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/24/2024,16.4,1396.08,165 PHILLIPS LN,"MOHRSVILLE, PA 19541-9770",Swine - Nursery Pig - 35 lbs (13-57)
822185,RANSHAR FARMS LLC,PAG123863,385244,RANSHAR FARMS LLC,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/17/2024,65.9,146.82,148 BACHMOLL RD,"HAMBURG, PA 19526",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
822185,RANSHAR FARMS LLC,PAG123863,385244,RANSHAR FARMS LLC,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/17/2024,65.9,146.82,148 BACHMOLL RD,"HAMBURG, PA 19526","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
822185,RANSHAR FARMS LLC,PAG123863,385244,RANSHAR FARMS LLC,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/17/2024,65.9,146.82,148 BACHMOLL RD,"HAMBURG, PA 19526",Beef - Cow - 1400 lbs
822185,RANSHAR FARMS LLC,PAG123863,385244,RANSHAR FARMS LLC,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/17/2024,65.9,146.82,148 BACHMOLL RD,"HAMBURG, PA 19526",Beef - Calf (0-8 mos) - 300 lbs (100-500)
685882,MIDDLETOWN POULTRY FARM,PAG123829,139862,NOAH W KREIDER & SONS LLP,Lower Swatara Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/01/2024,346,7080.70,301 LONG VIEW DR,"MIDDLETOWN, PA 17057-5904",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
560151,WAGNER BROTHERS FARM CAFO,PAG123811,376018,WAGNER BROTHERS FARM LLC,Fannett Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/24/2023,1,568.87,19625 PATH VALLEY RD,"DRY RUN, PA 17220-9707",Swine - Grow finish - 165 lbs (57-273)
687397,MURMAC FARMS CAFO,PA0229067,223030,MURMAC FARMS LLC,Spring Twp,Centre,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/12/2022,1182,3018.75,2336 ZION RD,"BELLEFONTE, PA 16823-6704",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
684491,KREIDER FARMS MILTON GROVE FARM CAFO,PAG123757,37383,NOAH W KREIDER & SONS,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/23/2024,152.1,5526.40,2036 MOUNT PLEASANT RD,"MOUNT JOY, PA 17552-8520",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
831858,MATTHEW NOLT CAFO,PAG123881,347280,NOLT MATTHEW,Millcreek Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/11/2024,1,348.35,131 KRUMSTOWN RD,"MYERSTOWN, PA 17067","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
862401,JEREMY IMLER SWINE FARM,PA0281883,373691,IMLER JEREMY,South Woodbury Twp,Bedford,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/24/2023,2.7,699.10,566 SALEMVILLE RD,"NEW ENTERPRISE, PA 16664-8141",Ponies & Donkeys - Mature - 600 lbs
837323,FAIR FAMILY FARM,PAG123893,352137,FAIR FAMILY FARMS LLC,Harrison Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/01/2024,311.3,688.29,3949 ALLEGHENY RD,"MANNS CHOICE, PA 15550-7816",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
837323,FAIR FAMILY FARM,PAG123893,352137,FAIR FAMILY FARMS LLC,Harrison Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/01/2024,311.3,688.29,3949 ALLEGHENY RD,"MANNS CHOICE, PA 15550-7816",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
877285,WENRIDGE FARM LLC,PAG123954,387242,WEN RIDGE FARM LLC,Windsor Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/13/2024,11,270.34,120 LEIBY RD,"HAMBURG, PA 19526-8699","Sheep, medium breed - Ewe - 175 lbs"
877285,WENRIDGE FARM LLC,PAG123954,387242,WEN RIDGE FARM LLC,Windsor Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/13/2024,11,270.34,120 LEIBY RD,"HAMBURG, PA 19526-8699","Sheep, medium breed - Ram - 225 lbs"
877285,WENRIDGE FARM LLC,PAG123954,387242,WEN RIDGE FARM LLC,Windsor Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/13/2024,11,270.34,120 LEIBY RD,"HAMBURG, PA 19526-8699","Sheep, medium breed - Lamb (0-1 yr) - 80 lbs (10-150)"
878869,ELEVEN OAKS FARM,PAG123957,388433,ELEVEN OAKS FARMS LLC,Upper Frankford Twp,Cumberland,SCRO,,PAG-12 CAFO Permit,NOT ISSUED,172.4,415.96,23 FRYTOWN RD,"NEWVILLE, PA 17241-9706",Light Horses & Mules - Mature - 1100 lbs
632907,PENN ENGLAND CAFO,PA0265926,318554,PENN ENGLAND LLC,Catharine Twp,Blair,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,06/11/2024,3392.5,4410.70,10341 FOX RUN RD,"WILLIAMSBURG, PA 16693-6713",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
632907,PENN ENGLAND CAFO,PA0265926,318554,PENN ENGLAND LLC,Catharine Twp,Blair,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,06/11/2024,3392.5,4410.70,10341 FOX RUN RD,"WILLIAMSBURG, PA 16693-6713",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
685875,EAST DONEGAL POULTRY FARM,PAG123785,139862,NOAH W KREIDER & SONS LLP,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/25/2024,412.8,7347.60,1104 COLEBROOK RD,"MOUNT JOY, PA 17552-9007",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
564215,WIDE AWAKE FARM CAFO,PA0088595,334370,FINE SWINE LLC,Monroe Twp,Bedford,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/06/2024,112.9,706.02,488 JAY RD,"CLEARVILLE, PA 15535-6201",Swine - Boar - 450 lbs
564215,WIDE AWAKE FARM CAFO,PA0088595,334370,FINE SWINE LLC,Monroe Twp,Bedford,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/06/2024,112.9,706.02,488 JAY RD,"CLEARVILLE, PA 15535-6201",Swine - Nursery Pig - 35 lbs (13-57)
648238,ANDREW WEAVER CAFO,PAG123582,360767,WEAVER ANDREW,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,259.3,515.22,2560 SUNNYSIDE RD,"MANHEIM, PA 17545-9685",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
700679,JAY BLEACHER FARM,PAG123637,250280,JAY L BLEACHER,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/01/2024,283.2,634.94,1175 BRENEMAN RD,"CONESTOGA, PA 17516-9307",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
663810,FARM FRESH PRODUCTS MOUNT JOY FARM CAFO,PAG123756,379816,FARM FRESH EGG PROD LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/13/2024,1,2480.60,220 EBY CHIQUES RD,"MOUNT JOY, PA 17552-8800",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
571708,GREYSTONE PORK CAFO,PAG123539,251084,MARTIN ELDWIN,Warren Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,124.2,807.04,12950 FORGE RD,"MERCERSBURG, PA 17236-9415",Swine - Sow and litter - 470 lbs
571708,GREYSTONE PORK CAFO,PAG123539,251084,MARTIN ELDWIN,Warren Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,124.2,807.04,12950 FORGE RD,"MERCERSBURG, PA 17236-9415",Swine - Nursery Pig - 35 lbs (13-57)
864929,CURTIS R MUSSER CAFO FARM,PAG123943,375691,CURTIS R MUSSER,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/01/2024,18.7,637.59,330 BORDNER RD,"RICHLAND, PA 17087-9608",Poultry - Turkey - Hen brooder (0-6 wks) - 2.74 lbs (0.22-5.25)
864929,CURTIS R MUSSER CAFO FARM,PAG123943,375691,CURTIS R MUSSER,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/01/2024,18.7,637.59,330 BORDNER RD,"RICHLAND, PA 17087-9608",Poultry - Turkey - Hen heavy (6-12 wks) - 14.63 lbs (5.25-24)
697967,STOLTZFUS DUCK FARM CAFO SITE,PAG122218,253999,DALE STOLTZFUS,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/18/2024,332.1,272.93,160 FARM VIEW RD,"SCHUYLKILL HAVEN, PA 17972",Beef - Calf (0-8 mos) - 300 lbs (100-500)
683892,HILLANDALE SITE 3 FARM,PAG123762,155184,HILLANDALE GETTYSBURG LP,Tyrone Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/01/2024,779.7,6280,1202 TAPEWORM RD,"GETTYSBURG, PA 17325",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
703286,BAILEY FARMS CAFO,PAG123761,155184,HILLANDALE GETTYSBURG LP,Codorus Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/16/2024,1,4050.32,2820 DARON RD,"SPRING GROVE, PA 17362-7900","Poultry - Chickens - Layer, brown egg (18-90 wks) - 3.85 lbs (3.35-4.34)"
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/03/2022,354.5,1980.62,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/03/2022,354.5,1980.62,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Ayrshire/Guernsey - Calf (0-1 yr) - 350 (70-630)
742161,STILL WATERS FARM,PA0232327,348389,GROFF ALAN D & GROFF DOUGLAS E,White Deer Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/09/2024,21.5,1504.12,190 BERKEY LN,"NEW COLUMBIA, PA 17856-7002","Sheep, medium breed - Lamb (0-1 yr) - 80 lbs (10-150)"
679150,MEADOW VISTA FARMS,PAG123783,220313,MEADOW VISTA FARMS LLC,Conoy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/31/2024,675.6,1409.30,166 RISSER RD,"BAINBRIDGE, PA 17502-9407",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
565765,MASON DIXON FARMS CAFO,PAG123786,4399,MASON DIXON FARMS INC,Freedom Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/01/2022,487.5,3446,1800 MASON DIXON RD,"GETTYSBURG, PA 17325-7127",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
728957,TROESTER DAIRY FARM CAFO,PA0233889,278182,TROESTER DAIRY,Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/06/2025,999.1,2321.08,175 CANNON RD,"MIFFLINBURG, PA 17844-7714",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
645960,ROHRER FARM CAFO,PAG123806,214388,ROHRER FARM LLC,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,355.1,2158.33,750 DOE RUN RD,"LITITZ, PA 17543-8711",Swine - Boar - 450 lbs
645960,ROHRER FARM CAFO,PAG123806,214388,ROHRER FARM LLC,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,355.1,2158.33,750 DOE RUN RD,"LITITZ, PA 17543-8711",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
685018,STONE CHIMNEY FARMS,PAG123703,352687,STONE CHIMNEY FARMS LLC,Lower Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,2.5,760.64,3449 DELTA RD,"AIRVILLE, PA 17302-9331",Swine - Grow finish - 165 lbs (57-273)
809183,ROTZ DAIRY FARM,PAG123825,325620,ROTZ MILTON,Greene Twp,Franklin,SCRO,Manure Storage and Wastewater Impoundments,PAG-12 CAFO Permit,09/09/2024,703.8,1657.25,592 PINE STUMP RD,"CHAMBERSBURG, PA 17202-7347",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
816154,BRIAN J HUMMER TURKEY FARM,PAG124858,333742,HUMMER BRIAN J,Valley Twp,Montour,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2022,36.6,473.51,473 COLUMBIA HILL RD,"DANVILLE, PA 17821-9317",Poultry - Turkey - Hen heavy (6-12 wks) - 14.63 lbs (5.25-24)
565209,GOSS FARM CAFO,PAG123511,355109,GOSS TIMOTHY R,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/04/2021,353.23,1588.29,123 DECATUR RD,"MCCLURE, PA 17841",Beef - Calf (0-8 mos) - 300 lbs (100-500)
818745,JOHNATHAN LAPP FARM,PA0266558,335670,LAPP JONATHAN Z,East Nottingham Twp,Chester,SERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/17/2023,1,224.96,274 MEDIA RD,"OXFORD, PA 19363-4404",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
836387,CASEY CAROWICK SWINE CAFO,PAG123892,351245,CAROWICK CASEY S,Cass Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/16/2024,400.4,766.08,16946 BEAVERTOWN RD,"TODD, PA 16685-8764",Beef - Cow - 1400 lbs
827578,MELVIN WEAVER CAFO,PAG124866,339254,WEAVER MELVIN,Adams Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/31/2022,145.3,342.49,359 TIMBER RD,"BEAVERTOWN, PA 17813-9140",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
828321,GROFF FARMS LLC,PAG123878,344570,J & L GROFF FARMS LLC,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,3.5,469.11,2906 DETTINGER RD,"BROGUE, PA 17309-9211","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
